cbsa,city,state
31340,MADISON HEIGHTS,VA
30460,WINCHESTER,KY
30460,LEXINGTON,KY
20060,PEARSON,GA
19000,CHEROKEE,NC
27860,TRUMANN,AR
11900,THE PLAINS,OH
22540,CAMPBELLSPORT,WI
26090,DORR,MI
23540,GAINESVILLE,FL
19060,RIDGELEY,WV
20940,CALEXICO,CA
11820,CANNON BEACH,OR
32140,MINNEOTA,MN
24660,GREENSBORO,NC
11700,HENDERSONVILLE,NC
46340,TYLER,TX
35660,BERRIEN SPRINGS,MI
27500,MILTON,WI
14010,BLOOMINGTON,IL
39340,PLEASANT GROVE,UT
42220,PETALUMA,CA
14140,RICHLANDS,VA
10380,LARES,PR
42380,WYALUSING,PA
27380,TROUP,TX
13220,FAYETTEVILLE,WV
14780,BURTON,TX
26460,CHATHAM,NY
13460,SISTERS,OR
17900,LEXINGTON,SC
18660,MARATHON,NY
14100,CATAWISSA,PA
42220,SANTA ROSA,CA
44180,OZARK,MO
12100,BRIGANTINE,NJ
46700,SUISUN CITY,CA
22180,HOPE MILLS,NC
34260,GASSVILLE,AR
23660,KNOXVILLE,IL
44060,SPOKANE,WA
23620,GAINESVILLE,TX
36260,BOUNTIFUL,UT
33780,CARLETON,MI
44740,NEWELL,IA
25420,MECHANICSBURG,PA
37340,MELBOURNE,FL
28260,MINDEN,NE
19220,HUSTONVILLE,KY
30100,CLAREMONT,NH
22800,KAHOKA,MO
29540,EPHRATA,PA
30380,MILROY,PA
46660,QUITMAN,GA
28580,BIG PINE KEY,FL
47780,LOOGOOTEE,IN
43660,HERMLEIGH,TX
45460,TERRE HAUTE,IN
26140,CRYSTAL RIVER,FL
14260,BOISE,ID
39460,PUNTA GORDA,FL
27600,PENDERGRASS,GA
40260,LITTLETON,NC
12260,AIKEN,SC
19220,CRAB ORCHARD,KY
41540,SALISBURY,MD
43500,SANTA CLARA,NM
32540,EUFAULA,OK
46660,LAKE PARK,GA
38660,COTO LAUREL,PR
12220,PHENIX CITY,AL
37860,PENSACOLA,FL
37500,MARMADUKE,AR
34350,MOUNT GAY,WV
32540,HARTSHORNE,OK
42220,SANTA ROSA,CA
46060,TUCSON,AZ
28020,KALAMAZOO,MI
44020,LAKE PARK,IA
27530,NAUVOO,AL
36940,MEDFORD,MN
20100,MAGNOLIA,DE
31620,EMERSON,AR
10700,GRANT,AL
42200,SANTA BARBARA,CA
37860,MILTON,FL
12660,SAUK CITY,WI
33940,MONTROSE,CO
23540,GAINESVILLE,FL
19300,BAY MINETTE,AL
14140,NORTH TAZEWELL,VA
22520,FLORENCE,AL
45860,WATERTOWN,CT
24620,AFTON,TN
37860,PENSACOLA,FL
40820,CHOUDRANT,LA
16700,MOUNT PLEASANT,SC
33380,SAREPTA,LA
13340,RUSSELLS POINT,OH
13140,VIDOR,TX
14380,VILAS,NC
33700,TURLOCK,CA
29300,LAFAYETTE,AL
31980,FAIRMOUNT,IN
43940,SPEARFISH,SD
42140,EDGEWOOD,NM
40260,SCOTLAND NECK,NC
14700,FORSYTH,MO
26340,CHASSELL,MI
11260,EAGLE RIVER,AK
30700,LINCOLN,NE
22260,BATTLE LAKE,MN
17060,FRANKFORT,OH
33700,MODESTO,CA
24620,MOSHEIM,TN
25780,KITTRELL,NC
19220,WAYNESBURG,KY
37660,CHETOPA,KS
41540,REHOBOTH BEACH,DE
15220,MAY,TX
48500,CEDARBLUFF,MS
11260,ANCHORAGE,AK
27780,EBENSBURG,PA
28420,WEST RICHLAND,WA
30980,LONGVIEW,TX
32280,SHARON,TN
28700,ROGERSVILLE,TN
12940,DENHAM SPRINGS,LA
43740,BERLIN,PA
25500,BROADWAY,VA
45220,CRAWFORDVILLE,FL
42220,PETALUMA,CA
15220,BROWNWOOD,TX
37660,ALTAMONT,KS
37900,PEORIA,IL
24660,GREENSBORO,NC
15780,BEARDEN,AR
14540,MORGANTOWN,KY
31700,MERRIMACK,NH
45780,PERRYSBURG,OH
28180,PRINCEVILLE,HI
22420,FLINT,MI
16860,RINGGOLD,GA
32860,BOYCEVILLE,WI
24820,UNION CITY,OH
17340,MIDDLETOWN,CA
39380,PUEBLO,CO
16860,OOLTEWAH,TN
28340,ROME CITY,IN
44700,TRACY,CA
34180,MATTAWA,WA
46520,HONOLULU,HI
22420,FLINT,MI
20260,HIBBING,MN
24380,CASA BLANCA,NM
40860,FAIR HAVEN,VT
37900,EAST PEORIA,IL
48620,WICHITA,KS
17980,PHENIX CITY,AL
41140,SAVANNAH,MO
32300,AXTON,VA
17340,LOWER LAKE,CA
47300,DINUBA,CA
34620,MUNCIE,IN
39340,SPANISH FORK,UT
11900,GLOUSTER,OH
23580,OAKWOOD,GA
12180,MORAVIA,NY
48980,LUCAMA,NC
42740,SEDALIA,MO
35300,NEW HAVEN,CT
38500,BOURBON,IN
30900,WALTON,IN
46100,DECHERD,TN
22900,SALLISAW,OK
34100,RUTLEDGE,TN
22840,FYFFE,AL
25900,WAIKOLOA,HI
16820,PALMYRA,VA
46100,ESTILL SPRINGS,TN
25860,CONOVER,NC
15700,EAST NEW MARKET,MD
33860,PRATTVILLE,AL
42680,VERO BEACH,FL
39820,SHASTA LAKE,CA
22420,FLINT,MI
25420,CARLISLE,PA
37120,ENTERPRISE,AL
30820,JERSEY SHORE,PA
15660,CALHOUN,GA
44060,SPOKANE,WA
13660,BARRYTON,MI
23700,CHURCH ROCK,NM
39460,PORT CHARLOTTE,FL
46180,SALTILLO,MS
31420,FORSYTH,GA
21500,ERIE,PA
21420,ENID,OK
40420,ROCKFORD,IL
16620,CHARLESTON,WV
16580,RANTOUL,IL
31420,MACON,GA
37340,TITUSVILLE,FL
29060,TILTON,NH
13740,LAUREL,MT
30220,ANTON,TX
25220,TICKFAW,LA
26140,INVERNESS,FL
48660,BURKBURNETT,TX
28780,RIVIERA,TX
49180,WINSTON SALEM,NC
36100,OCALA,FL
10740,ALBUQUERQUE,NM
48540,MARTINS FERRY,OH
32460,WINGO,KY
10580,TROY,NY
14620,ELDRED,PA
47340,LA FONTAINE,IN
21660,FLORENCE,OR
20500,CHAPEL HILL,NC
19780,WEST DES MOINES,IA
48260,FOLLANSBEE,WV
42100,CAPITOLA,CA
39860,KENYON,MN
18300,MYRTLE POINT,OR
18180,FRANKLIN,NH
38700,STREATOR,IL
39340,PROVO,UT
10760,JACKSONS GAP,AL
47080,MOUNT VERNON,GA
21340,EL PASO,TX
31700,NASHUA,NH
29420,FORT MOHAVE,AZ
16100,CARLSBAD,NM
13420,BEMIDJI,MN
47540,LIMA,OH
20100,MILFORD,DE
27140,MADISON,MS
45940,TRENTON,NJ
42020,NIPOMO,CA
44420,FISHERSVILLE,VA
49180,WINSTON SALEM,NC
12260,GROVETOWN,GA
29180,LAFAYETTE,LA
21780,EVANSVILLE,IN
23140,MULBERRY,IN
28300,WINCHESTER,NH
13140,NEDERLAND,TX
16220,MILLS,WY
10740,ALBUQUERQUE,NM
40220,ROCKY MOUNT,VA
49220,NEKOOSA,WI
35980,WATERFORD,CT
16380,ROCKFORD,OH
33660,MOBILE,AL
45020,ROSCOE,TX
38620,PONCA CITY,OK
19340,DAVENPORT,IA
16420,BREMEN,KY
43460,ORAN,MO
31300,RED SPRINGS,NC
43700,SCIENCE HILL,KY
35260,NEW CASTLE,PA
41760,PONDERAY,ID
25880,CAMDEN,MI
35140,POMARIA,SC
30280,CORNERSVILLE,TN
45900,TRAVERSE CITY,MI
23060,FORT WAYNE,IN
41460,SALINA,KS
18260,MONTEREY,TN
39100,POUGHKEEPSIE,NY
31420,MACON,GA
45460,TERRE HAUTE,IN
48060,WATERTOWN,NY
36340,SENECA,PA
23900,EAST BERLIN,PA
32580,DONNA,TX
31020,KALAMA,WA
18620,CORSICANA,TX
43300,VAN ALSTYNE,TX
45980,BANKS,AL
23240,HARPER,TX
15540,WILLISTON,VT
17980,PHENIX CITY,AL
13980,DUBLIN,VA
44660,PERKINS,OK
46540,NEW HARTFORD,NY
43180,UNIONVILLE,TN
27540,WINSLOW,IN
40420,MACHESNEY PARK,IL
41540,BERLIN,MD
39740,READING,PA
28420,KENNEWICK,WA
28660,TEMPLE,TX
46520,HONOLULU,HI
18580,CORPUS CHRISTI,TX
36140,VILLAS,NJ
12220,SMITHS STATION,AL
49180,THOMASVILLE,NC
30460,LEXINGTON,KY
37140,PADUCAH,KY
20780,EAGLE,CO
29260,COVE,OR
37100,SIMI VALLEY,CA
29540,ELIZABETHTOWN,PA
20660,TRAPPE,MD
31180,LUBBOCK,TX
30860,PROVIDENCE,UT
12260,HEPHZIBAH,GA
15860,CANON CITY,CO
26140,INVERNESS,FL
46340,FLINT,TX
17820,COLORADO SPRINGS,CO
14260,NAMPA,ID
43320,SNOWFLAKE,AZ
25180,MARTINSBURG,WV
12620,OLD TOWN,ME
16420,DRAKESBORO,KY
48140,TOMAHAWK,WI
33380,SIBLEY,LA
40300,DAVIS JUNCTION,IL
20780,BASALT,CO
24100,AMSTERDAM,NY
15620,MC BAIN,MI
30780,CONWAY,AR
39100,MONROE,NY
26140,CRYSTAL RIVER,FL
47700,LEESBURG,IN
38540,AMERICAN FALLS,ID
38460,PERU,NY
29900,WAGRAM,NC
34420,MOUNT PLEASANT,TX
45900,KALKASKA,MI
12100,PLEASANTVILLE,NJ
29460,HAINES CITY,FL
35900,MORAVIAN FALLS,NC
25940,BEAUFORT,SC
27100,BROOKLYN,MI
25900,KEAAU,HI
11900,ALBANY,OH
42540,KINGSTON,PA
42460,BRIDGEPORT,AL
46520,EWA BEACH,HI
43900,GREER,SC
43420,HEREFORD,AZ
36660,ARNAUDVILLE,LA
42460,BRYANT,AL
26580,IRONTON,OH
38660,ADJUNTAS,PR
26940,SUNFLOWER,MS
32740,CAMBRIDGE SPRINGS,PA
31540,SUN PRAIRIE,WI
43340,SHREVEPORT,LA
23060,FORT WAYNE,IN
19340,EAST MOLINE,IL
10420,KENT,OH
37580,PARIS,TX
29180,LAFAYETTE,LA
13020,PINCONNING,MI
20740,ALTOONA,WI
20540,DYERSBURG,TN
35740,PIERCE,NE
49700,LIVE OAK,CA
44100,CHATHAM,IL
35300,WEST HAVEN,CT
17780,BRYAN,TX
13260,SPRINGVILLE,IN
12540,BAKERSFIELD,CA
14860,DANBURY,CT
17900,COLUMBIA,SC
16540,SHIPPENSBURG,PA
14700,BRANSON,MO
31930,VINCENT,OH
24540,EVANS,CO
39060,PINE GROVE,PA
33860,MONTGOMERY,AL
49180,LEXINGTON,NC
38940,PORT SAINT LUCIE,FL
37580,SUMNER,TX
28020,KALAMAZOO,MI
45940,TRENTON,NJ
10940,BRECKENRIDGE,MI
37620,WILLIAMSTOWN,WV
28580,SUMMERLAND KEY,FL
45180,MUNFORD,AL
31220,FREE SOIL,MI
40420,ROCKFORD,IL
46220,TUSCALOOSA,AL
37120,OZARK,AL
19660,PALM COAST,FL
46300,FILER,ID
47820,BATH,NC
32420,LAS MARIAS,PR
16180,CARSON CITY,NV
13180,HORICON,WI
40980,SAGINAW,MI
43180,WARTRACE,TN
48300,WENATCHEE,WA
25420,HARRISBURG,PA
38940,PORT SAINT LUCIE,FL
46860,FORT DUCHESNE,UT
39060,SHENANDOAH,PA
11980,EUSTACE,TX
28900,CHILOQUIN,OR
19780,ANKENY,IA
24940,HODGES,SC
43020,BIRNAMWOOD,WI
26380,RACELAND,LA
19180,GEORGETOWN,IL
36460,FRANKLINVILLE,NY
26260,ROSSTON,AR
37860,MILTON,FL
43900,SPARTANBURG,SC
44060,SPOKANE,WA
10740,ALBUQUERQUE,NM
14220,MOUNT HERMON,LA
35660,BUCHANAN,MI
16700,SUMMERVILLE,SC
35860,SCIPIO,IN
23060,FORT WAYNE,IN
26620,HUNTSVILLE,AL
30020,FORT SILL,OK
28020,KALAMAZOO,MI
35860,BUTLERVILLE,IN
49780,NASHPORT,OH
26140,FLORAL CITY,FL
31580,NORTONVILLE,KY
16700,GOOSE CREEK,SC
43780,SOUTH BEND,IN
31680,DONALDSON,AR
30460,LEXINGTON,KY
38240,ROBBINS,NC
33700,MODESTO,CA
22420,FENTON,MI
38340,ADAMS,MA
47380,HEWITT,TX
39900,RENO,NV
24860,GREENVILLE,SC
27060,GROTON,NY
11100,AMARILLO,TX
10380,RINCON,PR
20020,ABBEVILLE,AL
27140,BRANDON,MS
26500,THREE SPRINGS,PA
19140,TUNNEL HILL,GA
38420,HAZEL GREEN,WI
10660,GLENVILLE,MN
23700,PREWITT,NM
37940,BUNKER HILL,IN
22500,TIMMONSVILLE,SC
19340,DAVENPORT,IA
12100,VENTNOR CITY,NJ
41420,WOODBURN,OR
21500,ERIE,PA
26090,HAMILTON,MI
27100,GRASS LAKE,MI
34460,SALT LICK,KY
40220,ROANOKE,VA
38920,PORT O CONNOR,TX
25620,SUMRALL,MS
39150,CAMP VERDE,AZ
41500,PACIFIC GROVE,CA
16700,SUMMERVILLE,SC
11060,ALTUS AFB,OK
18260,GAINESBORO,TN
43380,FORT LORAMIE,OH
23780,LAKIN,KS
25500,BRIDGEWATER,VA
46060,TUCSON,AZ
26140,LECANTO,FL
15660,RESACA,GA
37340,ROCKLEDGE,FL
21180,MONTROSE,WV
11620,WILSON,OK
27180,HENDERSON,TN
46500,NORTH LEWISBURG,OH
37860,PENSACOLA,FL
42100,SCOTTS VALLEY,CA
48540,BELLAIRE,OH
24380,PINEHILL,NM
33660,MOBILE,AL
26620,ATHENS,AL
32260,STATE CENTER,IA
37100,CAMARILLO,CA
15580,BUTTE,MT
22220,FAYETTEVILLE,AR
19430,FAIRBORN,OH
36260,OGDEN,UT
29940,EUDORA,KS
35660,COLOMA,MI
36100,OCALA,FL
18260,BAXTER,TN
44140,HOLYOKE,MA
23420,FRESNO,CA
49620,DOVER,PA
43420,WILLCOX,AZ
30100,LEBANON,NH
25940,SAINT HELENA ISLAND,SC
39980,CAMBRIDGE CITY,IN
29340,LAKE CHARLES,LA
18900,CROSSVILLE,TN
27980,HAIKU,HI
14660,NISSWA,MN
39340,EAGLE MOUNTAIN,UT
27340,SWANSBORO,NC
38860,PORTLAND,ME
12940,BATON ROUGE,LA
34580,LA CONNER,WA
30980,MARSHALL,TX
31930,LITTLE HOCKING,OH
27020,VULCAN,MI
30620,DELPHOS,OH
33860,MONTGOMERY,AL
29020,GREENTOWN,IN
39340,PROVO,UT
12660,SPRING GREEN,WI
29460,LAKELAND,FL
12860,BERGEN,NY
35060,ROBELINE,LA
25420,HARRISBURG,PA
47240,CHILMARK,MA
22800,HAMILTON,IL
43900,SPARTANBURG,SC
21060,HODGENVILLE,KY
45000,SUSANVILLE,CA
14300,RAVENNA,TX
30860,HYRUM,UT
41420,DALLAS,OR
32140,COTTONWOOD,MN
14260,BOISE,ID
26460,GERMANTOWN,NY
12540,BAKERSFIELD,CA
49740,SOMERTON,AZ
40420,ROSCOE,IL
10300,BLISSFIELD,MI
45220,TALLAHASSEE,FL
44740,ALBERT CITY,IA
10900,ALLENTOWN,PA
26620,HUNTSVILLE,AL
30460,LEXINGTON,KY
40980,SAGINAW,MI
35440,SOUTH BEACH,OR
11460,SALINE,MI
46460,UNION CITY,TN
27740,ERWIN,TN
27530,PARRISH,AL
22520,ROGERSVILLE,AL
20460,DURANT,OK
10420,STOW,OH
39460,ROTONDA WEST,FL
20260,DULUTH,MN
31180,LUBBOCK,TX
13940,ABERDEEN,ID
10740,ALBUQUERQUE,NM
42340,PORT WENTWORTH,GA
44700,MANTECA,CA
31700,HUDSON,NH
31900,MANSFIELD,OH
39100,WAPPINGERS FALLS,NY
24260,CENTRAL CITY,NE
25940,RIDGELAND,SC
33860,WETUMPKA,AL
11900,COOLVILLE,OH
14140,TAZEWELL,VA
38460,MORRISONVILLE,NY
21860,WELCOME,MN
25300,MONROE CITY,MO
32580,EDINBURG,TX
32380,NORTHWOOD,IA
20100,HARRINGTON,DE
24860,SIMPSONVILLE,SC
12100,HAMMONTON,NJ
30460,LEXINGTON,KY
16060,CARBONDALE,IL
24060,PARACHUTE,CO
42340,SAVANNAH,GA
17380,SHAW,MS
34460,WELLINGTON,KY
49180,WINSTON SALEM,NC
37620,MINERAL WELLS,WV
17820,COLORADO SPRINGS,CO
26580,HUNTINGTON,WV
19180,WESTVILLE,IL
47660,KINGSVILLE,MO
15660,FAIRMOUNT,GA
10460,CLOUDCROFT,NM
48700,HUGHESVILLE,PA
46520,WAIPAHU,HI
48580,GENOA CITY,WI
26580,ASHLAND,KY
42020,SAN LUIS OBISPO,CA
25060,GULFPORT,MS
37340,MELBOURNE,FL
44340,STATESBORO,GA
23060,COLUMBIA CITY,IN
13220,MOUNT HOPE,WV
22180,SPRING LAKE,NC
39340,PROVO,UT
41900,BOQUERON,PR
21700,EUREKA,CA
33620,CAIRO,MO
18580,CORPUS CHRISTI,TX
46700,VALLEJO,CA
43780,SOUTH BEND,IN
17860,BOONVILLE,MO
44140,WESTFIELD,MA
21660,EUGENE,OR
45500,NEW BOSTON,TX
44740,SIOUX RAPIDS,IA
29620,OWOSSO,MI
26540,ANDREWS,IN
34740,WHITEHALL,MI
20700,SAYLORSBURG,PA
37300,FRANKSTON,TX
45500,ASHDOWN,AR
33540,MISSOULA,MT
24020,LAKE GEORGE,NY
11620,HEALDTON,OK
23540,GAINESVILLE,FL
37100,OXNARD,CA
29340,SULPHUR,LA
37340,MELBOURNE,FL
16700,SUMMERVILLE,SC
39340,SPRINGVILLE,UT
23500,COWPENS,SC
28260,KEARNEY,NE
20260,CLOQUET,MN
36140,AVALON,NJ
30980,LONGVIEW,TX
35420,BOLIVAR,OH
28660,KILLEEN,TX
12860,OAKFIELD,NY
46860,VERNAL,UT
25200,BELLEVUE,ID
43900,DUNCAN,SC
34620,YORKTOWN,IN
15180,LOS FRESNOS,TX
40220,ROANOKE,VA
35980,MYSTIC,CT
33540,MISSOULA,MT
20220,DYERSVILLE,IA
20820,DIETERICH,IL
25420,CAMP HILL,PA
36700,EUTAWVILLE,SC
13020,AUBURN,MI
33660,THEODORE,AL
29460,WINTER HAVEN,FL
37580,BLOSSOM,TX
32700,GALVA,KS
12300,OAKLAND,ME
43320,SHOW LOW,AZ
36660,OPELOUSAS,LA
13140,LUMBERTON,TX
37900,WASHINGTON,IL
21840,BATAVIA,IA
39150,DEWEY,AZ
13540,POWNAL,VT
39340,OREM,UT
47020,VICTORIA,TX
33220,COLEMAN,MI
15260,TOWNSEND,GA
33780,DUNDEE,MI
27140,BRANDON,MS
42380,GILLETT,PA
25260,AVENAL,CA
10580,SARATOGA SPRINGS,NY
42780,SHAMOKIN DAM,PA
30700,LINCOLN,NE
22660,ESTES PARK,CO
22860,DERIDDER,LA
24500,GREAT FALLS,MT
42460,WOODVILLE,AL
29180,YOUNGSVILLE,LA
45820,TOPEKA,KS
21020,ELIZABETH CITY,NC
22840,COLLINSVILLE,AL
34740,TWIN LAKE,MI
45540,OXFORD,FL
46220,TUSCALOOSA,AL
45460,CLINTON,IN
20340,DUNCAN,OK
49180,LEXINGTON,NC
28100,MOMENCE,IL
10420,BARBERTON,OH
49660,YOUNGSTOWN,OH
23060,FORT WAYNE,IN
49620,YORK,PA
41100,IVINS,UT
26620,HUNTSVILLE,AL
29460,DAVENPORT,FL
40260,WELDON,NC
22500,LAKE CITY,SC
15220,BANGS,TX
21900,RIVESVILLE,WV
36700,SANTEE,SC
18820,LADOGA,IN
49620,RED LION,PA
46300,TWIN FALLS,ID
43020,WITTENBERG,WI
24980,GORE SPRINGS,MS
27980,KULA,HI
33700,MODESTO,CA
42300,KINCHELOE,MI
19430,DAYTON,OH
37860,CANTONMENT,FL
22660,FORT COLLINS,CO
11640,SABANA HOYOS,PR
38940,PALM CITY,FL
44860,SULPHUR SPRINGS,TX
43740,BOSWELL,PA
37100,OXNARD,CA
13220,SHADY SPRING,WV
46020,TRUCKEE,CA
31940,WAUSAUKEE,WI
33500,MINOT,ND
39220,WELLINGTON,UT
45460,SULLIVAN,IN
10300,ONSTED,MI
39740,READING,PA
36260,ROY,UT
46220,NORTHPORT,AL
32580,MISSION,TX
12540,BAKERSFIELD,CA
17020,MAGALIA,CA
22420,FLUSHING,MI
42780,PORT TREVORTON,PA
20500,DURHAM,NC
19300,DAPHNE,AL
32580,MISSION,TX
15740,KIMBOLTON,OH
34100,TALBOTT,TN
10900,ALLENTOWN,PA
29100,WEST SALEM,WI
26500,ALEXANDRIA,PA
23540,NEWBERRY,FL
24330,NASHWAUK,MN
24060,NEW CASTLE,CO
44780,COLON,MI
42220,SEBASTOPOL,CA
46140,BROKEN ARROW,OK
38580,LEON,WV
43740,ROCKWOOD,PA
30700,LINCOLN,NE
17060,KINGSTON,OH
26620,HUNTSVILLE,AL
16580,MAHOMET,IL
35740,MADISON,NE
35980,COLCHESTER,CT
36420,YUKON,OK
31420,MACON,GA
46220,NORTHPORT,AL
23460,GADSDEN,AL
30980,MARSHALL,TX
49180,WINSTON SALEM,NC
35980,JEWETT CITY,CT
21340,EL PASO,TX
25720,COALVILLE,UT
20980,SMACKOVER,AR
32900,LIVINGSTON,CA
17900,COLUMBIA,SC
46700,DIXON,CA
11260,ANCHORAGE,AK
43900,SPARTANBURG,SC
47620,TIDIOUTE,PA
37740,MIAMI,AZ
27060,NEWFIELD,NY
10820,OSAKIS,MN
10740,ALBUQUERQUE,NM
40660,SILVER CREEK,GA
49620,YORK,PA
35840,VENICE,FL
39900,RENO,NV
36837,MENDOTA,IL
17780,BRYAN,TX
46460,OBION,TN
26620,HUNTSVILLE,AL
39220,EAST CARBON,UT
16540,MERCERSBURG,PA
48620,WICHITA,KS
43340,SHREVEPORT,LA
25880,LITCHFIELD,MI
26580,HURRICANE,WV
42220,SANTA ROSA,CA
10740,RIO RANCHO,NM
22580,MOORESBORO,NC
42780,BEAVERTOWN,PA
20900,BOLING,TX
30460,LEXINGTON,KY
37860,GULF BREEZE,FL
48020,JOHNSON CREEK,WI
38580,CROWN CITY,OH
49260,MOORELAND,OK
13220,DANIELS,WV
10900,ALLENTOWN,PA
21340,EL PASO,TX
35300,WALLINGFORD,CT
12700,BREWSTER,MA
48060,CLAYTON,NY
36700,HOLLY HILL,SC
36837,MARSEILLES,IL
11260,ANCHORAGE,AK
33620,HIGBEE,MO
27500,EVANSVILLE,WI
11220,SAINT JOHNSVILLE,NY
29460,WINTER HAVEN,FL
31580,HANSON,KY
48020,WATERLOO,WI
30220,ROPESVILLE,TX
32740,COCHRANTON,PA
23060,FORT WAYNE,IN
26620,HUNTSVILLE,AL
12940,GONZALES,LA
39980,HAGERSTOWN,IN
38940,STUART,FL
31540,MADISON,WI
12260,AIKEN,SC
11420,HUDSON,IN
36100,OCALA,FL
13340,BELLE CENTER,OH
39500,CANTON,MO
26020,EUNICE,NM
39780,LOS MOLINOS,CA
39340,OREM,UT
43900,WOODRUFF,SC
44940,SUMMERTON,SC
18620,RICE,TX
17900,LEXINGTON,SC
12540,BAKERSFIELD,CA
46520,HONOLULU,HI
22380,WILLIAMS,AZ
49420,WAPATO,WA
21500,ERIE,PA
21860,TRIMONT,MN
12660,LA VALLE,WI
12260,NORTH AUGUSTA,SC
38580,VINTON,OH
12620,HAMPDEN,ME
14260,BOISE,ID
37620,WASHINGTON,WV
39700,PORT MANSFIELD,TX
21180,MILL CREEK,WV
41060,WAITE PARK,MN
23060,FORT WAYNE,IN
47420,LIDGERWOOD,ND
27780,JOHNSTOWN,PA
27340,HOLLY RIDGE,NC
29940,BALDWIN CITY,KS
13140,PORT ARTHUR,TX
38220,RISON,AR
34100,NEW MARKET,TN
43300,WHITESBORO,TX
18020,HOPE,IN
10740,ALBUQUERQUE,NM
38420,POTOSI,WI
34780,PORUM,OK
34900,CALISTOGA,CA
25420,HARRISBURG,PA
47700,PIERCETON,IN
48660,IOWA PARK,TX
17780,BRYAN,TX
27620,CALIFORNIA,MO
19460,SOMERVILLE,AL
38460,WEST CHAZY,NY
47620,SUGAR GROVE,PA
34780,MUSKOGEE,OK
19660,DAYTONA BEACH,FL
31500,LEXINGTON,IN
30460,LEXINGTON,KY
48300,CASHMERE,WA
27180,TRENTON,TN
10540,SCIO,OR
45780,BOWLING GREEN,OH
45060,BALDWINSVILLE,NY
23420,FRESNO,CA
13540,MANCHESTER,VT
45380,EDINBURG,IL
39980,RICHMOND,IN
24100,MAYFIELD,NY
25180,BERKELEY SPRINGS,WV
36580,UNADILLA,NY
16860,ROSSVILLE,GA
44060,SPOKANE,WA
19660,DELAND,FL
22420,FLINT,MI
37340,PALM BAY,FL
14780,WASHINGTON,TX
45060,OSWEGO,NY
34350,STOLLINGS,WV
48940,NEW VIENNA,OH
28860,GREENTOP,MO
23340,NORTH BEND,NE
44260,STARKVILLE,MS
48940,CLARKSVILLE,OH
25180,HEDGESVILLE,WV
10580,CLIFTON PARK,NY
20420,IGNACIO,CO
44580,PROPHETSTOWN,IL
39900,SPARKS,NV
26580,ASHLAND,KY
41540,SALISBURY,MD
44060,SPOKANE,WA
37770,BIGFOOT,TX
37100,VENTURA,CA
39060,ASHLAND,PA
32580,WESLACO,TX
40980,FREELAND,MI
17220,WEST UNION,WV
34100,BEAN STATION,TN
23860,GEORGETOWN,SC
46520,MILILANI,HI
28940,KNOXVILLE,TN
35980,NIANTIC,CT
39740,READING,PA
48820,ATWATER,MN
19500,MT ZION,IL
14260,NAMPA,ID
16620,SOUTH CHARLESTON,WV
26980,WASHINGTON,IA
30900,ROYAL CENTER,IN
11220,FONDA,NY
22900,FORT SMITH,AR
17820,COLORADO SPRINGS,CO
49020,ROMNEY,WV
19660,DELTONA,FL
36260,OGDEN,UT
42100,SOQUEL,CA
10740,ALBUQUERQUE,NM
31700,BEDFORD,NH
44940,DALZELL,SC
27900,CARL JUNCTION,MO
25580,JUNIATA,NE
15680,PATUXENT RIVER,MD
11220,FULTONVILLE,NY
31740,WAMEGO,KS
24660,HIGH POINT,NC
39340,SARATOGA SPRINGS,UT
13460,BEND,OR
15780,CHIDESTER,AR
14300,SAVOY,TX
46520,KANEOHE,HI
38860,PORTLAND,ME
16620,CHARLESTON,WV
28700,ABINGDON,VA
23620,MUENSTER,TX
34940,NAPLES,FL
34780,HASKELL,OK
34820,LITTLE RIVER,SC
25860,GRANITE FALLS,NC
32580,EDINBURG,TX
15660,RANGER,GA
21780,EVANSVILLE,IN
35300,MILFORD,CT
11700,ARDEN,NC
42220,WINDSOR,CA
15980,CAPE CORAL,FL
45620,OCHLOCKNEE,GA
33300,MILLEDGEVILLE,GA
48540,BARNESVILLE,OH
19460,TRINITY,AL
20060,WILLACOOCHEE,GA
14660,PINE RIVER,MN
21820,FORT WAINWRIGHT,AK
49300,APPLE CREEK,OH
29620,LANSING,MI
46340,WHITEHOUSE,TX
36100,OCALA,FL
16660,GREENUP,IL
45780,TOLEDO,OH
29100,LA CRESCENT,MN
30460,VERSAILLES,KY
13780,OWEGO,NY
40860,POULTNEY,VT
39740,READING,PA
42780,MC CLURE,PA
10760,GOODWATER,AL
35940,GREENWICH,OH
31820,REEDSVILLE,WI
17900,COLUMBIA,SC
24780,AYDEN,NC
27060,FREEVILLE,NY
34020,JEANERETTE,LA
22420,MOUNT MORRIS,MI
11700,WAYNESVILLE,NC
18500,ADDISON,NY
45860,WOODBURY,CT
13180,JUNEAU,WI
45180,OXFORD,AL
31900,BELLVILLE,OH
26340,MOHAWK,MI
45220,TALLAHASSEE,FL
24260,SAINT PAUL,NE
43020,PULASKI,WI
30140,JONESTOWN,PA
36460,DELEVAN,NY
29460,LAKELAND,FL
10740,ALBUQUERQUE,NM
43300,HOWE,TX
18580,ROBSTOWN,TX
23900,BIGLERVILLE,PA
43220,HOODSPORT,WA
16700,CHARLESTON,SC
46380,REDWOOD VALLEY,CA
10940,PERRINTON,MI
18500,HAMMONDSPORT,NY
31660,NORTH BANGOR,NY
45460,WEST TERRE HAUTE,IN
47380,WACO,TX
