"ESTABLISHMENT DATA  SEASONALLY ADJUSTED
 Employees on nonfarm payrolls by state and metropolitan area, 3-month average change, seasonally adjusted",,,,
[In thousands],,,,
Waterloo-Cedar Falls,0.1,0.2,0.2,0.0
,,,,
Kansas,5.4,5.9,2.8,0.1
Lawrence,0.5,0.4,-0.3,0.0
Manhattan,0.3,0.3,-0.2,-0.2
Topeka,0.6,0.6,0.3,0.3
Wichita,1.1,1.2,0.3,-0.2
,,,,
Kentucky,4.5,6.3,4.3,0.3
Bowling Green,0.0,0.4,0.1,-0.2
Elizabethtown-Fort Knox,-0.1,0.0,0.1,0.0
Lexington-Fayette,0.6,1.4,0.3,0.1
Louisville/Jefferson County,0.8,0.7,2.9,1.4
Owensboro,0.2,0.1,0.3,0.1
,,,,
Louisiana,7.4,3.4,2.2,1.7
Alexandria,0.0,0.1,0.0,0.1
Baton Rouge,1.1,-1.2,0.2,0.5
Hammond,0.0,0.2,0.1,0.1
Houma-Thibodaux,0.2,0.5,0.2,0.1
Lafayette,0.5,0.6,0.7,0.7
Lake Charles,0.8,0.3,0.3,0.1
Monroe,0.2,0.0,0.1,0.1
New Orleans-Metairie,1.9,2.5,0.3,0.5
Shreveport-Bossier City,0.5,0.4,0.4,0.2
,,,,
Maine,1.0,4.1,2.1,0.0
Bangor,0.1,0.4,0.3,0.1
Lewiston-Auburn,-0.1,0.3,0.1,-0.1
Portland-South Portland,1.1,1.2,1.3,1.0
,,,,
Maryland,8.5,4.3,6.0,4.7
Baltimore-Columbia-Towson,3.9,4.6,4.0,1.3
California-Lexington Park,0.2,0.1,0.0,0.0
Cumberland,0.1,0.0,-0.1,-0.1
Hagerstown-Martinsburg,-0.1,0.5,0.3,-0.2
,,,,
Massachusetts,13.5,17.7,17.5,11.9
Barnstable Town,0.2,0.2,-0.4,-1.1
Boston-Cambridge-Nashua,8.0,15.2,13.0,9.1
Leominster-Gardner,0.1,0.1,0.0,-0.1
New Bedford,0.3,0.1,0.0,0.1
Pittsfield,0.1,0.1,0.0,0.0
Springfield,1.1,1.4,-0.3,0.3
Worcester,1.7,0.5,0.4,0.0
,,,,
Michigan,6.5,12.7,7.7,-1.3
Ann Arbor,1.2,1.4,0.6,-0.2
Battle Creek,-0.1,0.3,0.3,0.0
Bay City,0.2,0.2,0.3,0.0
Detroit-Warren-Dearborn,-0.4,4.6,1.2,-1.0
Flint,0.1,0.1,0.1,-0.2
Grand Rapids-Wyoming,1.7,0.9,1.6,1.2
Jackson,0.1,0.0,0.1,0.0
Kalamazoo-Portage,0.5,0.4,0.3,0.2
Lansing-East Lansing,-0.2,1.1,2.3,0.5
Midland,0.2,-0.1,0.0,0.0
Monroe,-0.1,0.2,0.1,0.0
Muskegon,0.1,0.2,0.1,0.0
Niles-Benton Harbor,0.2,-0.1,-0.1,0.0
Saginaw,0.1,0.4,0.1,-0.1
,,,,
Minnesota,9.6,10.3,12.6,10.5
Duluth,0.5,0.5,0.2,0.4
Mankato-North Mankato,0.0,0.2,0.3,0.3
Minneapolis-St. Paul-Bloomington,6.5,6.6,7.2,5.0
Rochester,0.4,0.5,0.2,-0.1
St. Cloud,0.2,0.2,-0.1,0.1
,,,,
Mississippi,1.9,0.8,-0.5,-0.8
Gulfport-Biloxi-Pascagoula,0.3,0.4,0.2,0.6
Hattiesburg,0.3,-0.1,-0.1,-0.1
Jackson,0.5,-0.9,-1.0,-0.9
,,,,
Missouri,8.4,6.3,1.7,-2.4
Cape Girardeau,0.2,0.1,0.0,0.0
Columbia,0.3,0.0,-0.1,-0.3
Jefferson City,0.0,-0.3,-0.3,-0.3
Joplin,1.0,0.1,0.1,0.1
Kansas City,3.7,1.5,0.0,-0.7
St. Joseph,0.0,0.2,0.1,-0.1
St. Louis(2),3.4,0.3,0.1,-1.0
Springfield,1.0,0.2,0.2,-0.6
,,,,
Montana,1.7,0.9,1.1,0.0
Billings,0.0,0.1,0.0,0.0
Great Falls,0.0,0.0,0.0,0.0
Missoula,0.2,0.0,0.0,-0.1
,,,,
Nebraska,2.0,4.9,5.1,0.4
Grand Island,0.1,-0.1,-0.1,-0.2
Lincoln,0.4,1.1,1.1,0.3
Omaha-Council Bluffs,0.3,2.4,2.0,1.0
,,,,
Nevada,14.3,5.9,5.4,3.8
Carson City,-0.1,0.0,0.1,0.0
Las Vegas-Henderson-Paradise,13.5,4.4,4.3,2.5
Reno,1.0,1.5,1.0,0.8
,,,,
New Hampshire,3.0,2.5,4.0,1.4
Dover-Durham,0.2,0.2,-0.1,-0.1
Manchester,0.5,0.4,0.7,0.6
Portsmouth,0.2,0.0,-0.3,-0.9
,,,,
New Jersey,17.3,20.0,21.4,13.9
Atlantic City-Hammonton,1.1,2.1,1.8,1.6
Ocean City,0.0,0.0,0.1,0.1
Trenton,0.9,1.4,1.4,0.6
Vineland-Bridgeton,0.0,0.2,0.3,0.1
,,,,
New Mexico,5.0,3.8,3.6,0.9
Albuquerque,2.1,1.3,1.2,-0.2
Farmington,0.4,0.2,0.3,0.3
Las Cruces,0.4,0.1,0.2,-0.2
Santa Fe,0.6,0.3,0.2,-0.1
,,,,
New York,37.1,27.2,29.9,27.7
Albany-Schenectady-Troy,1.3,1.4,1.4,1.8
Binghamton,0.1,0.5,0.0,-0.1
Buffalo-Cheektowaga-Niagara Falls,1.7,3.4,1.9,1.5
Elmira,0.0,0.1,0.0,0.0
Glens Falls,0.1,0.2,0.0,-0.1
Ithaca,0.1,-0.2,-0.7,-0.2
Kingston,0.2,0.2,0.1,0.0
New York-Newark-Jersey City,28.8,30.8,41.9,33.8
Rochester,1.2,1.3,0.3,-0.8
Syracuse,0.7,-0.1,-0.3,0.3
Utica-Rome,0.5,0.4,-0.1,-0.2
Watertown-Fort Drum,0.0,0.1,0.1,0.1
,,,,
North Carolina,19.2,20.6,18.5,11.2
Asheville,0.4,1.4,1.1,0.6
Burlington,0.5,0.1,0.1,0.0
Charlotte-Concord-Gastonia,3.7,5.0,6.1,4.7
Durham-Chapel Hill,2.6,1.7,1.8,1.4
Fayetteville,0.2,0.4,0.2,0.3
Goldsboro,0.0,0.1,0.0,0.0
Greensboro-High Point,0.2,0.7,0.9,0.3
Greenville,0.4,0.0,-0.2,-0.1
Hickory-Lenoir-Morganton,0.1,0.6,0.6,0.3
Jacksonville,0.1,0.1,0.0,-0.1
New Bern,0.1,0.0,-0.1,0.0
Raleigh,4.0,4.6,4.5,3.1
Rocky Mount,0.2,-0.2,-0.2,0.1
Wilmington,0.7,0.1,0.1,0.3
Winston-Salem,0.3,0.5,0.6,0.2
,,,,
North Dakota,1.2,0.8,0.1,-0.9
Bismarck,0.2,0.0,-0.1,-0.1
Fargo,0.1,-0.5,-0.2,-0.4
Grand Forks,-0.1,0.2,0.0,-0.1
,,,,
Ohio,7.3,20.5,14.0,10.0
Akron,0.6,-0.4,-0.4,1.3
Canton-Massillon,0.2,0.6,0.3,-0.1
Cincinnati,2.2,1.9,-0.6,-0.7
Cleveland-Elyria,2.1,5.5,4.5,1.8
Columbus,0.8,3.5,2.9,3.8
Dayton,0.2,0.8,0.7,1.0
Lima,0.1,-0.1,0.1,0.3
Mansfield,-0.1,-0.2,-0.2,-0.1
Springfield,-0.2,0.0,-0.1,-0.1
Toledo,0.2,1.3,1.4,1.2
Weirton-Steubenville(1),0.1,0.0,-0.1,0.1
Youngstown-Warren-Boardman,1.0,1.0,0.7,0.8
,,,,
Oklahoma,6.4,6.8,5.3,2.8
Enid,0.0,0.0,-0.1,0.0
Lawton,0.2,-0.1,0.0,-0.1
Oklahoma City,2.0,3.2,2.3,2.0
Tulsa,1.8,3.0,3.1,2.0
,,,,
Oregon,10.9,7.3,7.0,5.8
Albany,0.2,0.0,0.0,0.1
Bend-Redmond,0.6,0.3,0.1,0.1
Corvallis,0.2,0.2,0.1,0.0
Eugene,0.6,0.7,0.4,0.6
Grants Pass,0.2,-0.1,0.0,-0.1
Medford,0.3,0.0,0.0,0.1
Portland-Vancouver-Hillsboro,6.0,4.0,4.3,4.5
Salem,0.7,0.1,-0.2,0.3
,,,,
Pennsylvania,19.1,22.9,20.7,13.0
Allentown-Bethlehem-Easton,0.7,0.9,1.1,0.3
Altoona,0.1,-0.1,0.0,0.1
Bloomsburg-Berwick,0.2,0.0,0.0,-0.1
Chambersburg-Waynesboro,0.2,0.3,0.2,0.3
East Stroudsburg,0.2,0.4,0.4,0.2
Erie,0.5,0.6,0.2,0.1
Gettysburg,0.1,-0.1,-0.2,-0.3
Harrisburg-Carlisle,0.7,2.4,2.1,0.8
Johnstown,0.1,0.1,0.0,-0.1
Lancaster,0.6,-0.1,-0.6,-1.0
Lebanon,0.2,0.1,0.2,0.1
Philadelphia-Camden-Wilmington,9.5,5.6,6.2,5.3
Pittsburgh,2.8,2.9,3.6,4.6
Reading,0.0,0.2,0.4,0.2
Scranton--Wilkes-Barre--Hazleton,0.7,0.6,0.6,0.4
State College,0.4,0.1,-0.4,-0.2
Williamsport,0.2,0.2,0.1,-0.1
York-Hanover,0.2,0.7,0.7,0.4
,,,,
Rhode Island,2.5,1.7,3.0,1.8
Providence-Warwick,2.2,1.3,2.7,1.6
,,,,
South Carolina,2.6,6.7,6.8,4.2
Charleston-North Charleston,1.4,1.6,1.1,1.0
Columbia,0.7,-1.4,1.3,0.4
Florence,0.2,-0.2,-0.2,-0.2
Greenville-Anderson-Mauldin,-0.8,3.1,1.9,0.6
Hilton Head Island-Bluffton-Beaufort,0.1,0.1,0.0,-0.1
Myrtle Beach-Conway-North Myrtle Beach,0.7,0.2,0.4,0.5
Spartanburg,0.2,0.3,0.5,0.5
Sumter,0.1,0.0,0.0,0.0
,,,,
South Dakota,1.6,1.2,1.7,1.9
Rapid City,0.4,0.4,0.2,0.3
Sioux Falls,0.8,0.4,0.8,1.0
,,,,
Tennessee,6.0,12.4,12.9,8.2
Chattanooga,0.7,0.1,0.5,0.6
Clarksville,0.2,0.3,-0.1,-0.3
Cleveland,-0.2,0.5,0.3,0.2
Jackson,-0.1,0.2,0.1,0.1
Johnson City,0.2,0.2,0.1,0.1
Kingsport-Bristol-Bristol,-0.1,0.4,0.3,0.0
Knoxville,0.8,1.9,2.2,1.3
Memphis,1.3,1.9,1.4,0.8
Morristown,-0.1,0.2,0.2,0.2
Nashville-Davidson--Murfreesboro--Franklin,3.5,6.6,7.2,5.1
,,,,
Texas,80.9,55.4,58.9,59.9
Abilene,0.3,0.1,0.0,0.0
Amarillo,0.3,0.4,0.1,-0.1
Austin-Round Rock,14.5,4.3,4.0,2.7
Beaumont-Port Arthur,0.9,0.4,0.6,0.5
Brownsville-Harlingen,0.8,0.2,0.3,0.2
College Station-Bryan,1.2,0.2,0.0,0.0
Corpus Christi,0.6,0.4,0.2,0.7
Dallas-Fort Worth-Arlington,21.5,21.6,31.0,32.9
El Paso,0.8,0.3,-0.5,-0.9
Houston-The Woodlands-Sugar Land,15.3,10.8,15.8,14.5
Killeen-Temple,1.0,0.6,0.3,0.1
Laredo,0.6,0.4,0.4,0.3
Longview,0.4,0.5,0.3,0.4
Lubbock,0.5,0.5,0.1,0.0
McAllen-Edinburg-Mission,1.4,0.9,1.1,1.1
Midland,1.1,0.5,0.3,0.4
Odessa,0.7,0.5,0.5,0.5
San Angelo,0.2,0.1,0.0,-0.1
San Antonio-New Braunfels,6.3,1.8,1.2,1.1
Sherman-Denison,0.3,0.1,0.1,0.1
Texarkana,0.3,0.1,0.0,0.0
Tyler,0.4,0.3,0.1,-0.4
Victoria,0.0,0.1,0.1,0.1
Waco,0.6,0.5,0.4,0.4
Wichita Falls,0.0,0.2,0.1,0.1
,,,,
Utah,6.1,6.0,4.7,2.6
Logan,0.1,0.4,0.2,-0.2
Ogden-Clearfield,0.6,0.6,0.0,-0.1
Provo-Orem,1.6,1.9,1.8,1.5
St. George,0.2,0.2,0.1,0.0
Salt Lake City,1.7,2.1,2.5,0.9
,,,,
Vermont,2.1,1.0,0.4,0.0
Burlington-South Burlington,0.0,0.5,0.1,-0.2
,,,,
Virginia,5.5,9.9,14.6,8.7
Blacksburg-Christiansburg-Radford,0.3,0.0,0.1,-0.1
Charlottesville,0.6,0.4,0.3,0.4
Harrisonburg,0.5,0.2,0.5,0.1
Lynchburg,0.1,0.5,0.3,0.1
Richmond,1.5,1.5,2.9,1.4
Roanoke,0.0,-0.1,0.0,0.3
Staunton-Waynesboro,0.0,0.0,0.1,0.0
Virginia Beach-Norfolk-Newport News,0.5,0.9,1.3,0.9
Winchester,0.1,0.1,-0.1,-0.1
,,,,
Washington,16.7,13.3,18.2,8.1
Bellingham,0.7,0.4,0.3,0.3
Bremerton-Silverdale,0.5,0.3,0.5,0.0
Kennewick-Richland,1.0,0.5,0.7,0.4
Longview,0.2,0.2,0.1,0.0
Mount Vernon-Anacortes,0.3,0.1,0.0,-0.2
Olympia-Tumwater,0.8,0.4,0.1,-0.1
Seattle-Tacoma-Bellevue,8.7,8.7,10.7,6.3
Spokane-Spokane Valley,1.9,1.2,0.2,0.2
Walla Walla,0.2,0.1,0.0,0.0
Wenatchee,0.3,0.2,0.1,0.0
Yakima,0.3,0.3,0.1,-0.1
,,,,
West Virginia,1.5,1.7,2.7,4.5
Beckley,-0.1,0.0,0.1,0.3
Charleston,-0.2,0.0,0.3,0.2
Huntington-Ashland,0.4,0.2,-0.1,-0.5
Morgantown,0.3,0.1,0.4,0.4
Parkersburg-Vienna,0.1,0.1,0.1,0.1
Wheeling,0.0,0.0,0.0,0.2
,,,,
Wisconsin,7.9,9.0,9.1,2.2
Appleton,0.2,0.7,0.3,-0.5
Eau Claire,0.2,0.3,-0.2,-0.2
Fond du Lac,0.0,0.0,0.0,-0.1
Green Bay,0.2,0.9,0.2,-0.2
Janesville-Beloit,0.0,0.3,-0.1,-0.2
La Crosse-Onalaska,0.2,0.3,0.0,-0.1
Madison,1.9,1.1,1.7,0.4
Milwaukee-Waukesha-West Allis,0.9,2.1,2.9,-0.3
Oshkosh-Neenah,0.2,0.1,0.1,0.0
Racine,0.2,0.3,0.2,-0.4
Sheboygan,-0.1,0.2,0.0,-0.2
Wausau,0.2,0.2,0.1,0.1
,,,,
Wyoming,0.8,0.9,0.8,-0.9
Casper,0.2,0.2,0.1,-0.1
Cheyenne,0.1,0.0,0.0,-0.3
,,,,
Puerto Rico,3.0,6.2,4.7,3.2
Aguadilla-Isabela,0.3,0.1,0.0,0.1
Arecibo,0.1,0.1,0.1,0.1
Guayama,0.1,0.0,0.0,0.0
Mayaguez,0.0,0.3,0.1,0.0
Ponce,0.4,0.5,0.3,0.3
San German,0.1,0.0,0.1,0.1
San Juan-Carolina-Caguas,3.0,3.7,2.8,2.3
,,,,
Virgin Islands,0.0,0.0,0.2,0.1
,,,,
Footnotes:,,,,
"(1) For operational reasons, these interstate areas are listed under the state that accounts for the larger share of the population, which is different from the state that contains the first principal city.",,,,
(2) Area boundary does not reflect the official OMB delineation.,,,,
(p) Preliminary,,,,
"NOTE: Data are counts of jobs by place of work. Estimates are currently estimated from 2021 benchmark levels. Estimates subsequent to the current benchmark are preliminary and will be revised when new information becomes available. Area definitions are based on Office of Management and Budget Bulletin No. 18-03, dated April 10, 2018, and available at https://www.bls.gov/lau/lausmsa.htm. Areas in the six New England states are Metropolitan New England City and Town Areas (NECTAs), while areas in other states are county-based. Some metropolitan areas lie in two or more states. They are listed under the state containing the first principal city, unless otherwise footnoted.",,,,
